Catagory,Sub Catagory,Type,Brand,product,Product Description,Price,Tax,Image,Store,Size,UOM,Spice Level,Aisle No.
Dorm Essentials,Air Fresheners & Candles,Air Freshener,Air Wick,Air Wick Cool Linen & White Lilac Air Freshener,,1.49,1,4211.jpg,,8,oz,,15
Dorm Essentials,Air Fresheners & Candles,Air Freshener,Air Wick,Air Wick Lavender & Chamomile Fragrance 4 in 1 Air Freshener,,1.49,1,4215.jpg,,8,oz,,15
Dorm Essentials,Air Fresheners & Candles,Air Freshener,Citrus Magic,Citrus Magic Fresh Citrus Solid Air Freshener,,4.69,1,4247.jpg,,8,oz,,15
Dorm Essentials,Air Fresheners & Candles,Air Freshener,Glade,Glade Spray Powder Fresh Air Freshener,,1.49,1,4228.jpg,,8,fl oz,,15
Dorm Essentials,Air Fresheners & Candles,Air Freshener,Renuzit,Renuzit Home Fragrance Gel Fresh Accents After the Rain Air Freshener,,2.49,1,16750.jpg,,0.27,oz,,15
Dorm Essentials,Air Fresheners & Candles,Air Freshener,Renuzit,"Renuzit Snuggle SuperFresh Gel Air Freshener with Odor Eliminating Technology, Original",,1.29,1,4241.jpg,,7,oz,,15
Dorm Essentials,Air Fresheners & Candles,Air Freshener,Glade,"Glade Air Freshener, Solid, Apple Cinnamon",,1.29,1,4226.jpg,,6,oz,,15
Dorm Essentials,Air Fresheners & Candles,Air Freshener,Glade,Glade Solid Solid Air Freshener Clean Linen,,1.29,1,4217.jpg,,6,oz,,15
Dorm Essentials,Air Fresheners & Candles,Air Freshener,Pure Citrus,"Pure Citrus Air Freshener, Orange",,4.89,1,4246.jpg,,6.25,oz,,15
Dorm Essentials,Air Fresheners & Candles,Air Freshener,Renuzit,"Renuzit Air Freshener After the Rain Gel, Bottle",,1.29,1,4243.jpg,,7,oz,,15
Dorm Essentials,Air Fresheners & Candles,Air Freshener,Renuzit,"Renuzit Air Freshener Lovely Lavender Gel, Bottle",,1.29,1,4242.jpg,,7,oz,,15
Dorm Essentials,Air Fresheners & Candles,Air Freshener,Renuzit,Renuzit Gel Air Freshener Forever Raspberry,,1.29,1,4244.jpg,,7,oz,,15
Dorm Essentials,Air Fresheners & Candles,Air Freshener Refill,Air Wick,Air Wick Scented Oil Apple Cinnamon Medley Air Freshener Refill,,3.69,1,4210.jpg,,0.67,fl oz,,15
Dorm Essentials,Air Fresheners & Candles,Air Freshener Refill,Air Wick,Air Wick Scented Oil Lavender & Chamomile Air Freshener Refill,,3.69,1,4206.jpg,,0.67,fl oz,,15
Dorm Essentials,Air Fresheners & Candles,Automatic Spray & Refill,Air Wick,Air Wick Freshmatic Ultra Gadget Only Automatic Spray,,6.09,1,4216.jpg,,1,count,,15
Dorm Essentials,Air Fresheners & Candles,Automatic Spray & Refill,Air Wick,Air Wick Freshmatic Ultra Vanilla Passion Fragrance Automatic Spray Refill,,4.89,1,4203.jpg,,6.17,oz,,15
Dorm Essentials,Air Fresheners & Candles,Automatic Spray & Refill,Air Wick,"Air Wick Automatic Spray Refill, Fresh Waters Fragrance",,8.59,1,4214.jpg,,2,count ,,15
Dorm Essentials,Air Fresheners & Candles,Automatic Spray & Refill,Air Wick,"Air Wick Automatic Spray Refill, Fresh Waters, FreshMatic Ultra, Aerosol",,4.89,1,4213.jpg,,6.17,oz,,15
Dorm Essentials,Air Fresheners & Candles,Automatic Spray & Refill,Glade,Glade Automatic Spray Refill Clean Linen,,4.89,1,4227.jpg,,6.2,fl oz,,15
Dorm Essentials,Air Fresheners & Candles,Candle,Glade,Glade Crafted Soy Candle Sweet Pea Pear,,8.59,1,4223.jpg,,4.2,oz,,15
Dorm Essentials,Air Fresheners & Candles,Candle,OW,OW Vanilla Candle,,1.29,1,No Image.jpg,,1,ct,,15
Dorm Essentials,Air Fresheners & Candles,Other Air Fresheners & Candles,Air Wick,Air Wick Scented Oil Warmer,,1.29,1,4199.jpg,,1,count ,,15
Dorm Essentials,Air Fresheners & Candles,Other Air Fresheners & Candles,Febreze,"Febreze Air Effects Air Refresher, Linen & Sky",,3.49,1,4235.jpg,,9.7,oz,,15
Dorm Essentials,Air Fresheners & Candles,Other Air Fresheners & Candles,Febreze,"Febreze Air Effects Air Refresher, Spring & Renewal",,3.49,1,4238.jpg,,9.7,fl oz,,15
Dorm Essentials,Air Fresheners & Candles,Other Air Fresheners & Candles,Febreze,Febreze Noticeables Warmer Oil Warmer,,3.69,1,4240.jpg,,1,ct,,15
Dorm Essentials,Air Fresheners & Candles,Other Air Fresheners & Candles,Glade,Glade Carpet & Room Refresher Clean Linen,,2.49,1,4221.jpg,,32,oz,,15
Dorm Essentials,Air Fresheners & Candles,Other Air Fresheners & Candles,Glade,Glade Plug In Scented Oil Crisp Waters Scented Oil,,6.09,1,4249.jpg,,1.34,fl oz,,15
Dorm Essentials,Air Fresheners & Candles,Other Air Fresheners & Candles,Glade,Glade Plug-In Apple Cinnamon Scented Oil,,6.09,1,4231.jpg,,2,count,,15
Dorm Essentials,Air Fresheners & Candles,Other Air Fresheners & Candles,Glade,Glade Spray Clean Linen,,1.49,1,4219.jpg,,8,fl oz,,15
Dorm Essentials,Air Fresheners & Candles,Other Air Fresheners & Candles,Glade,Glade Spray Crisp Waters,,1.49,1,4220.jpg,,8,oz,,15
Dorm Essentials,Air Fresheners & Candles,Other Air Fresheners & Candles,Glade,Glade Spray Hawaiian Breeze,,1.49,1,4224.jpg,,8,fl oz,,15
Dorm Essentials,Air Fresheners & Candles,Other Air Fresheners & Candles,Glade,Glade Spray Lavender & Vanilla,,1.49,1,4218.jpg,,8,oz,,15
Dorm Essentials,Air Fresheners & Candles,Other Air Fresheners & Candles,Pure Citrus,Pure Citrus Odor Remover Citrus Blend Scent,,4.69,1,No Image.jpg,,8,oz,,15
Dorm Essentials,Air Fresheners & Candles,Scented Oil Refill,Air Wick,Air Wick Essential Oils Scented Oil Refills Lavender & Chamomile,,7.99,1,4208.jpg,,0.67,fl oz,,15
Dorm Essentials,Air Fresheners & Candles,Scented Oil Refill,Air Wick,Air Wick Essential Oils Scented Oil Refills Lavender & Chamomile,,6.09,1,4209.jpg,,2,x 0.67 fl oz,,15
Dorm Essentials,Air Fresheners & Candles,Scented Oil Refill,Air Wick,Air Wick Magnolia & Cherry Blossom Scented Oil Refill,,6.09,1,4201.jpg,,1.34,fl oz,,15
Dorm Essentials,Air Fresheners & Candles,Scented Oil Refill,Air Wick,Air Wick Magnolia & Cherry Blossom Scented Oil Refill,,3.69,1,4204.jpg,,0.67,fl oz,,15
Dorm Essentials,Air Fresheners & Candles,Scented Oil Refill,Air Wick,"Air Wick Scented Oil Refills, Hawaii",,6.09,1,4205.jpg,,1.34,fl oz,,15
Dorm Essentials,Air Fresheners & Candles,Scented Oil Refill,Air Wick,Air Wick Vanilla Passion Fragrance Scented Oil Refill,,6.09,1,4207.jpg,,2,x 0.67 fl oz,,15
Dorm Essentials,Air Fresheners & Candles,Scented Oil Refill,Air Wick,Air Wick Virgin Islands Scented Oil Refills,,6.09,1,4200.jpg,,1.34,fl oz,,15
Dorm Essentials,Air Fresheners & Candles,Scented Oil Refill,Febreze,Febreze Plug Scented Oil Refill Meadows & Rain,,5.79,1,4237.jpg,,0.879,fl oz,,15
Dorm Essentials,Air Fresheners & Candles,Scented Oil Refill,Febreze,"Febreze Plug Scented Oil Refill, Linen & Sky",,5.79,1,4236.jpg,,0.87,fl oz,,15
Dorm Essentials,Air Fresheners & Candles,Scented Oil Refill,Air Wick,Air Wick Essential Oils Scented Oil Refills Fresh Waters,,6.09,1,4212.jpg,,1.34,fl oz,,15
Dorm Essentials,Air Fresheners & Candles,Scented Oil Refill,Air Wick,Air Wick Snuggle Scented Oil Refills Fresh Linen,,7.99,1,4202.jpg,,3,x 0.67 fl oz,,15
Dorm Essentials,Air Fresheners & Candles,Scented Oil Refill,Glade,Glade PlugIns Scented Oil Refills Clean Linen,,6.09,1,4229.jpg,,2,count,,15
Dorm Essentials,Air Fresheners & Candles,Scented Oil Refill,Glade,Glade PlugIns Scented Oil Refills Lavender & Vanilla,,6.09,1,4222.jpg,,2,x 1.34 fl oz,,15
Dorm Essentials,Air Fresheners & Candles,Scented Oil Refill,Glade,Glade PlugIns Scented Oil Refills Vanilla Passion Fruit & Hawaiian Breeze,,6.09,1,4225.jpg,,2,x 1.34 fl oz,,15
Dorm Essentials,Cleaning Products,All Purpose Cleaner,Bon Ami,Bon Ami Powder Cleanser,,1.29,1,16805.jpg,,12,x 14 oz,,15
Dorm Essentials,Cleaning Products,All Purpose Cleaner,Febreze,Mr. Clean with Febreze Freshness Meadows & Rain Multi-Purpose Cleaner,,3.09,1,4274.jpg,,48,fl oz,,15
Dorm Essentials,Cleaning Products,All Purpose Cleaner,Fresh 'n Clean,Fresh 'n Clean All Purpose Pine Cleaner,,1.29,1,No Image.jpg,,28,fl oz,,15
Dorm Essentials,Cleaning Products,All Purpose Cleaner,Mr. Clean,Mr. Clean with Gain Scent Original Fresh Multi-Purpose Cleaner,,3.69,1,4279.jpg,,40,fl oz,,15
Dorm Essentials,Cleaning Products,All Purpose Cleaner,Pledge,Pledge Multi Surface 2 in 1 Cleaner & Disinfectant Fresh Citrus,,6.19,1,16829.jpg,,9.7,oz,,15
Dorm Essentials,Cleaning Products,All Purpose Cleaner,Soft Scrub,Soft Scrub All Purpose Cleanser,,3.89,1,16823.jpg,,24,oz,,15
Dorm Essentials,Cleaning Products,All Purpose Cleaner,Sun,Sun & Earth All Purpose Citrus Cleaner,,5.59,1,18055.jpg,,22,fl oz,,15
Dorm Essentials,Cleaning Products,Antibacterial Cleaner,Lysol,Lysol Kitchen Pro Antibacterial Cleaner,,2.99,1,18051.jpg,,22,fl oz,,15
Dorm Essentials,Cleaning Products,Antibacterial Cleaner,Soft Scrub,"Soft Scrub Antibacterial Cleanser, With Bleach",,3.89,1,16776.jpg,,24,oz,,15
Dorm Essentials,Cleaning Products,Bathroom Cleaner,Kaboom,Kaboom Foam-Tastic Fresh Scent Bathroom Cleaner,,4.89,1,16822.jpg,,19,fl oz,,15
Dorm Essentials,Cleaning Products,Bathroom Cleaner,Kaboom,"Kaboom OxiClean Stain Fighters Shower, Tub, and Tile Bathroom Cleaner",,4.89,1,16832.jpg,,32,fl oz,,15
Dorm Essentials,Cleaning Products,Bathroom Cleaner,Lysol,Lysol Bathroom Cleaner with Hydrogen Peroxide Cool Spring Breeze scent,,4.69,1,4250.jpg,,22,fl oz,,15
Dorm Essentials,Cleaning Products,Bathroom Cleaner,Lysol,Lysol Power Bathroom Cleaner,,4.69,1,4255.jpg,,32,fl oz,,15
Dorm Essentials,Cleaning Products,Bathroom Cleaner,Lysol,Lysol Power Foam Bathroom Cleaner Soap Scum & Shine,,3.09,1,4258.jpg,,24,oz,,15
Dorm Essentials,Cleaning Products,Bathroom Cleaner,Oxi Clean,Scrub Free Plus Foaming Oxi Clean Lemon Scent Total Bathroom Cleaner,,2.49,1,16807.jpg,,32,fl oz,,15
Dorm Essentials,Cleaning Products,Bathroom Cleaner,Scrubbing Bubbles,Scrubbing Bubbles Bathroom Cleaner Foaming Bleach,,3.69,1,4291.jpg,,32,fl oz,,15
Dorm Essentials,Cleaning Products,Bleach,2000 Flushes,2000 Flushes Bleach,,3.69,1,16834.jpg,,1.25,oz,,15
Dorm Essentials,Cleaning Products,Bleach,2000 Flushes,2000 Flushes Blue Plus Bleach,,3.69,1,16774.jpg,,3.5,oz,,15
Dorm Essentials,Cleaning Products,Bleach,Comet,Comet Soft Cleanser with Bleach,,2.69,1,16772.jpg,,24,oz,,15
Dorm Essentials,Cleaning Products,Bleach,Comet,Comet with Bleach,,0.89,1,16789.jpg,,14,oz,,15
Dorm Essentials,Cleaning Products,Bleach,Lysol,Lysol Mold & Mildew Foamer with Bleach,,3.69,1,4257.jpg,,28,fl oz,,15
Dorm Essentials,Cleaning Products,Carpet Cleaner,Bissell,Bissell Spring & Renewal Heavy Traffic Carpet Foam,,5.29,1,16825.jpg,,22,oz,,15
Dorm Essentials,Cleaning Products,Carpet Cleaner,Carbona,Carbona Oxy Powered Carpet Cleaner,,7.49,1,16801.jpg,,27.5,fl oz,,15
Dorm Essentials,Cleaning Products,Carpet Cleaner,Arm & Hammer,Arm & Hammer Fresh Scentsations Fresh Breeze Carpet Odor Eliminator,,1.89,1,16777.jpg,,30,oz,,15
Dorm Essentials,Cleaning Products,Cleaning Brush,Butler Gum,Butler Gum Brass Pot/Pan Brush,,2.69,1,No Image.jpg,,1,count,,15
Dorm Essentials,Cleaning Products,Cleaning Brush,Butler Gum,"Butler Gum Brush & Caddy Set, Round Bowl",,6.09,1,4269.jpg,,1,count,,15
Dorm Essentials,Cleaning Products,Cleaning Brush,Butler Gum,"Butler Gum Brush, Iron Handle",,3.49,1,4268.jpg,,1,count,,15
Dorm Essentials,Cleaning Products,Cleaning Brush,Butler Gum,Butler Gum Combo Dust Pan & Brush,,6.09,1,4270.jpg,,1,count,,15
Dorm Essentials,Cleaning Products,Cleaning Brush,Butler Gum,Butler Gum Power Brush,,4.89,1,No Image.jpg,,1,count,,15
Dorm Essentials,Cleaning Products,Cleaning Brush,Butler Gum,Butler Gum Wire Bowl Brush,,3.49,1,No Image.jpg,,1,count,,15
Dorm Essentials,Cleaning Products,Cleaning Wipes,Weiman,Weiman Cook Top Wipes - 30 CT,,3.69,1,4311.jpg,,30,count,,15
Dorm Essentials,Cleaning Products,Cleaning Wipes,Weiman,Weiman Leather Wipes,,3.69,1,4309.jpg,,30,count,,15
Dorm Essentials,Cleaning Products,Cleaning Wipes,Weiman,Weiman Stainless Steel Wipes,,4.89,1,4308.jpg,,30,count,,15
Dorm Essentials,Cleaning Products,Cleaning Wipes,Weiman,"Weiman Wipes, Granite",,3.69,1,4313.jpg,,30,count ,,15
Dorm Essentials,Cleaning Products,Disinfecting Wipes & Sprays,Lysol,Lysol Ocean Fresh Scent Disinfecting Wipes,,3.49,1,16788.jpg,,35,count,,15
Dorm Essentials,Cleaning Products,Disinfecting Wipes & Sprays,Lysol,Lysol Citrus Meadows Scent Disinfectant Spray,,4.89,1,16827.jpg,,12.5,oz,,15
Dorm Essentials,Cleaning Products,Disinfecting Wipes & Sprays,Lysol,Lysol Disinfecting Spray Crisp Linen Scent,,4.89,1,16771.jpg,,12.5,oz,,15
Dorm Essentials,Cleaning Products,Disinfecting Wipes & Sprays,Lysol,Lysol Disinfecting Wipes Lemon & Lime Blossom,,6.09,1,16811.jpg,,20.3,oz,,15
Dorm Essentials,Cleaning Products,Disinfecting Wipes & Sprays,Lysol,Lysol Disinfecting Wipes Lemon & Lime Blossom Scent,,3.49,1,16792.jpg,,35,count,,15
Dorm Essentials,Cleaning Products,Drain Cleaner,Drano,Drano Liquid Drain Cleaner,,3.49,1,4248.jpg,,32,oz,,15
Dorm Essentials,Laundry,Laundry Detergent,Gain,"Gain flings! Liquid Laundry Detergent Pacs, Original",,6.86,1,16783.jpg,,16,count,,15
Dorm Essentials,Cleaning Products,Mop,Butler Gum,Butler Gum Squeeze Mop With Scrubber Refill,,4.89,1,No Image.jpg,,1,count,,15
Dorm Essentials,Cleaning Products,Mop,Libman,"Libman Mop, Microfiber, Wet & Dry",,18.29,1,4319.jpg,,1,count ,,15
Dorm Essentials,Cleaning Products,Mop,Libman,"Libman Mop, Wonder",,14.69,1,4321.jpg,,1,count,,15
Dorm Essentials,Cleaning Products,Mop,Libman,"Libman Roller Mop, Nitty Gritty",,18.29,1,4322.jpg,,1,count ,,15
Dorm Essentials,Cleaning Products,Mop,Libman,Libman Scrubster Mop,,12.19,1,4323.jpg,,1,count,,15
Dorm Essentials,Cleaning Products,Mop,Libman,Libman Tornado Mop,,18.29,1,4320.jpg,,1,count,,15
Dorm Essentials,Cleaning Products,Mop,Mr. Clean,Mr. Clean Squeeze Mop,,18.29,1,4282.jpg,,1,count ,,15
Dorm Essentials,Cleaning Products,Mop,Murphy,"Murphy Wood Cleaner, Squirt & Mop",,4.29,1,16817.jpg,,32,fl oz,,15
Dorm Essentials,Cleaning Products,Mop,Swiffer,"Swiffer Sweeper Dry Sweeping Pad Multi Surface Refills for Dusters floor mop,",,5.39,1,18054.jpg,,16,count,,15
Dorm Essentials,Cleaning Products,Mop Refill,Libman,"Libman Mop Refill, Roller, Nitty Gritty",,8.59,1,4317.jpg,,1,count ,,15
Dorm Essentials,Cleaning Products,More Household,Swiffer,Swiffer WetJet Starter Kit,,29.29,1,16967.jpg,,1,count,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Arm & Hammer,Arm & Hammer Fridge-N-Freezer deodorizing Baking Soda,,0.99,1,15687.jpg,,14,oz,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Butler Gum,Butler Gum Copper Mesh Scourers,,2.79,1,No Image.jpg,,2,count,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Butler Gum,Butler Gum Crumb Catcher,,2.99,1,4271.jpg,,1,count,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Butler Gum,Butler Gum Plastic Angled Broom,,8.59,1,No Image.jpg,,1,count,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Butler Gum,Butler Gum Scrubber Dishwand,,3.69,1,No Image.jpg,,1,count,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Butler Gum,Butler Gum Stainless Steel Scrubbers,,2.49,1,No Image.jpg,,2,count,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Cameo,Cameo Aluminum & Stainless Steel Cleaner,,1.99,1,16755.jpg,,10,oz,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Drano,Drano Dual-Force Foamer,,5.19,1,16795.jpg,,17,fl oz,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Drano,Drano Max Gel Pro Strength Clog Remover,,5.19,1,16770.jpg,,32,fl oz,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Easy-Off,Easy-Off Oven Cleaner Fume Free Lemon,,4.89,1,16786.jpg,,14.5,oz,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Easy-Off,Easy-Off Oven Cleaner Heavy Duty Fresh,,4.89,1,16799.jpg,,14.5,oz,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Endust,Endust Multi-Surface Dusting Spray Lemon Zest,,4.59,1,16756.jpg,,12.5,oz,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Febreze,Mr. Clean with Febreze Freshness Lavender Vanilla & Comfort Multi-Purpose Cleaner,,3.69,1,18052.jpg,,40,fl oz,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Scott's,"Scott's Liquid Gold Wood Care, Fresh Almond Scent",,5.49,1,16814.jpg,,10,oz,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Scrub Free,Scrub Free Daily Shower Cleaner Fresh Clean Scent,,2.49,1,16769.jpg,,32,fl oz,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Glade,Scrubbing Bubbles Mega Shower Foamer with Ultra Cling Wide Spray Glade Rainshower,,4.89,1,4295.jpg,,1,ct,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Glass Plus,Glass Plus Ammonia Free Streak Free Shine,,2.49,1,16775.jpg,,32,fl oz,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Helping Hand,"Helping Hand Plunger, Red",,3.69,1,16821.jpg,,1,count,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Holloway House,"Holloway House Floor Cleaner, Multi-Surface, Quick Shine, Bottle",,4.69,1,16824.jpg,,27,oz,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Libman,Libman Precision Angle Broom With Dustpan,,14.69,1,4318.jpg,,1,count,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Market Basket,Market Basket 360 Duster,,3.69,1,Market Basket.jpg,,1,count,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Market Basket,Market Basket Clear Ammonia,,1.89,1,Market Basket.jpg,,64,fl oz,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Market Basket,Market Basket Lemon Furniture Polish,,2.49,1,Market Basket.jpg,,12.5,oz,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Method,Method All-Purpose Surface Cleaner Pink Grapefruit,,3.69,1,16765.jpg,,28,fl oz,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Mr. Clean,Mr. Clean Bliss Premium Latex-Free Gloves Size M,,4.59,1,4277.jpg,,1,count,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Mr. Clean,"Mr. Clean Gloves, Premium Latex, Medium",,3.09,1,4278.jpg,,1,count ,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Mr. Clean,"Mr. Clean Magic Eraser Bath, Cleaning Pads with Durafoam, Meadows & Rain",,5.49,1,4276.jpg,,2,count,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Mr. Clean,"Mr. Clean Magic Eraser Original, Cleaning Pads with Durafoam",,2.49,1,18049.jpg,,2,count,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Mr. Clean,"Mr. Clean Magic Eraser Original, Cleaning Pads with Durafoam",,4.69,1,4281.jpg,,4,count,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Oxi Clean,"Kaboom with the Power of Oxi Clean Stain Fighters Shower, Tub & Tile Cleaner",,4.89,1,16791.jpg,,32,fl oz,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Pine-Sol,Pine-Sol Dilutable Cleaner,,4.59,1,16782.jpg,,40,fl oz,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Pledge,Pledge Enhancing Polish Lemon,,3.69,1,16793.jpg,,9.7,oz,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Pledge,Pledge Floor Care Hardwood Cleaner,,5.19,1,16810.jpg,,27,fl oz,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Pledge,Pledge Multi Surface Everyday Cleaner Lavender & Peach Blossom,,6.29,1,16835.jpg,,9.7,oz,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Resolve,Resolve Pet Expert Carpet Foam Carpet Foam,,6.09,1,16802.jpg,,22,fl oz,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Resolve,Resolve Pet Expert Carpet Stain Remover,,6.09,1,16781.jpg,,22,fl oz,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Scotch-Brite,Scotch-Brite Dobie Cleaning Pad,,2.99,1,4304.jpg,,3,count,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Scotch-Brite,Scotch-Brite Scour Pad Heavy Duty,,2.19,1,4306.jpg,,1,count,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Scotch-Gard,Scotch-Gard Fabric & Upholstery Protector,,8.59,1,16759.jpg,,10,fl oz,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Scrubbing Bubbles,Scrubbing Bubbles Mega Shower Foamer Rainshower,,4.89,1,4293.jpg,,32,fl oz,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Simple Green,Simple Green All-Purpose Cleaner Concentrated,,3.89,1,16798.jpg,,22,fl oz,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Spot Shot,"Spot Shot Carpet Stain Remover, Instant",,5.39,1,16826.jpg,,14,fl oz,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Store Brand,Liquid Plumr Drain Opener,,4.89,1,16778.jpg,,17,fl oz,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Sun,Spic & Span Multi-Surface Cleaner Sun Fresh,,3.29,1,16816.jpg,,40,fl oz,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Swiffer,"Swiffer Dusters Dusting Kit (1 Handle, 5 Dusters)",,4.89,1,18050.jpg,,5,count,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Swiffer,Swiffer Heavy Duty Extendable Handle Starter Kit,,9.79,1,4287.jpg,,1,count,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Swiffer,Swiffer Heavy Duty Refills,,10.99,1,18053.jpg,,7,count,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Swiffer,Swiffer Multi Surface Floor Cleaner Spray Moping Pads Refill,,9.79,1,18084.jpg,,15,count,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Swiffer,Swiffer Sweeper Dry + Wet Sweeping Kit,,29.29,1,4290.jpg,,1,count,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Tarn-x,Tarn-x Tarnish Remover,,5.89,1,16758.jpg,,12,fl oz,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Weiman,Weiman Cook Top Scrubbing Pads,,2.49,1,4310.jpg,,3,count,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Weiman,"Weiman Degreaser, Gas Range, Heavy Duty",,4.89,1,4312.jpg,,12,oz,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Weiman,Weiman Jewelry Cleaner,,3.69,1,4315.jpg,,7,oz,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Weiman,Weiman Lemon Oil Furniture Polish With UVX-15 Sunscreen,,5.49,1,4316.jpg,,16,fl oz,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Windex,Windex Cleaner Crystal Rain Ammonia-Free,,4.29,1,18056.jpg,,23,fl oz,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Woolite,"Woolite Carpet Foam, Large Area, Heavy Traffic",,4.89,1,16800.jpg,,22,fl oz,,15
Dorm Essentials,Cleaning Products,Other Cleaning Products,Wrights,"Wrights Silver Polish, Anti-Tarnish",,4.29,1,16757.jpg,,7,fl oz,,15
Dorm Essentials,Cleaning Products,Scrub Bob,Butler Gum,Butler Gum Copper Heavy Duty Scrub Bob,,2.79,1,No Image.jpg,,1,count,,15
Dorm Essentials,Cleaning Products,Scrub Bob,Libman,Libman Poly Mesh Scrub Bob,,2.49,1,No Image.jpg,,2,count,,15
Dorm Essentials,Cleaning Products,Scrub Sponge,Brillo,Brillo Estracell Heavy Duty Scrub Sponge,,2.09,1,16773.jpg,,3,count,,15
Dorm Essentials,Cleaning Products,Scrub Sponge,Brillo,Brillo Heavy Duty Steel Wool Soap Pads - 10 CT,,3.09,1,16957.jpg,,10,count,,15
Dorm Essentials,Cleaning Products,Scrub Sponge,Brillo,Brillo Steel Wool Soap Pads,,2.19,1,16763.jpg,,10,count,,15
Dorm Essentials,Cleaning Products,Scrub Sponge,Scotch-Brite,Scotch-Brite Greener Clean Non-Scratch Scrub Sponges,,2.99,1,4307.jpg,,3,count,,15
Dorm Essentials,Cleaning Products,Scrub Sponge,Scotch-Brite,Scotch-Brite Heavy Duty Scrub Sponges,,5.49,1,4303.jpg,,6,count,,15
Dorm Essentials,Cleaning Products,Scrub Sponge,Scotch-Brite,Scotch-Brite Heavy Duty Scrub Sponges,,3.09,1,4305.jpg,,3,count,,15
Dorm Essentials,Cleaning Products,Scrub Sponge,Scotch-Brite,Scotch-Brite Non-Scratch Scrub Sponges,,2.99,1,4300.jpg,,3,count,,15
Dorm Essentials,Cleaning Products,Scrub Sponge,Scotch-Brite,Scotch-Brite Non-Scratch Scrub Sponges,,5.49,1,4302.jpg,,6,count,,15
Dorm Essentials,Cleaning Products,Scrub Sponge,Scotch-Brite,Scotch-Brite Soap Filled Heavy Duty Scrub Sponges,,3.69,1,4301.jpg,,6,count,,15
Dorm Essentials,Cleaning Products,Scrub Sponge,SOS,SOS Sponges,,3.69,1,16761.jpg,,18,count,,15
Dorm Essentials,Cleaning Products,Scrub Sponge,SOS,SOS Sponges,,2.49,1,16787.jpg,,10,count,,15
Dorm Essentials,Cleaning Products,Scrub Sponge,SOS,SOS Sponges,,2.79,1,16797.jpg,,15,count,,15
